entry_time,exit_time,symbol,direction,strategy,regime,vol_score,entry_price,exit_price,qty,stop_loss,trail_stop,pnl,pnl_pct,exit_reason,commission
2025-09-13 00:00:00+00:00,2025-09-18 00:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,55.3,116165.7226,116048.06,0.048635,116257.33,0.0,-5.7222,-0.101,breakeven,20.3024
2025-09-28 20:00:00+00:00,2025-09-29 12:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,57.5,111962.0549,113812.586,0.054638,113608.1,0.0,-101.1093,-1.653,stop_loss,22.0623
2025-10-05 08:00:00+00:00,2025-10-06 20:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,60.1,123686.8764,125120.41,0.020463,123812.19,125346.04,29.3345,1.159,trail_stop_partial,15.1587
2025-10-06 20:00:00+00:00,2025-10-07 12:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,56.5,124882.9254,122304.74,0.036699,122525.29,0.0,-94.6166,-2.064,stop_loss,16.4694
2025-10-16 16:00:00+00:00,2025-10-17 12:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,55.3,108002.9042,104988.695,0.013799,107825.01,104800.06,41.5931,2.791,trail_stop_partial,8.958
2025-10-30 12:00:00+00:00,2025-10-31 12:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,60.0,107517.6792,110967.59,0.02547,110768.21,0.0,-87.8691,-3.209,stop_loss,9.8763
2025-11-03 20:00:00+00:00,2025-11-04 04:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,57.5,106391.1905,106443.34,0.029718,106252.09,0.0,-1.55,-0.049,breakeven,11.4028
2025-11-06 16:00:00+00:00,2025-11-09 16:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,56.2,101206.3101,104562.805,0.025772,104374.94,0.0,-86.5035,-3.316,stop_loss,9.4068
2025-11-14 16:00:00+00:00,2025-11-17 20:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,60.6,95605.8891,91670.7,0.012538999,95415.23,91506.0,49.3433,4.116,trail_stop_partial,7.206
2025-11-17 20:00:00+00:00,2025-11-18 00:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,55.4,92049.1527,92064.06,0.027022,91898.65,0.0,-0.4028,-0.016,breakeven,8.9706
2025-11-20 16:00:00+00:00,2025-11-21 08:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,57.5,86764.8217,82063.26,0.013504999,86586.28,81915.81,63.4946,5.419,trail_stop_partial,7.0431
2025-11-21 16:00:00+00:00,2025-11-24 16:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,56.5,84057.7233,88741.26,0.01781,88581.81,0.0,-83.4137,-5.572,stop_loss,5.3992
2025-12-16 00:00:00+00:00,2025-12-16 12:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,59.4,85721.3433,88251.98,0.034742,88093.414,0.0,-87.9192,-2.952,stop_loss,10.7406
2026-01-06 12:00:00+00:00,2026-01-06 16:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,55.7,93817.5582,91907.67,0.048338,92073.41,0.0,-92.3199,-2.036,stop_loss,16.2965
2026-01-25 04:00:00+00:00,2026-01-25 16:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,55.3,88500.402,88582.11,0.054152,88422.95,0.0,-4.4248,-0.092,breakeven,17.284
2026-01-29 20:00:00+00:00,2026-01-30 00:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,58.9,84497.7897,84524.23,0.031912,84372.36,0.0,-0.8437,-0.031,breakeven,9.7249
2026-02-04 12:00:00+00:00,2026-02-05 04:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,55.9,74002.9146,70517.91,0.0140269995,73835.445,70391.2,48.8842,4.709,trail_stop_partial,6.2396
2026-02-06 08:00:00+00:00,2026-02-06 16:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,55.4,66511.3836,71252.73,0.016906,71124.7,0.0,-80.1572,-7.129,stop_loss,4.0553
2026-02-24 00:00:00+00:00,2026-02-25 00:00:00+00:00,BTC/USDT,short,vol_model_ema_bear,trending_bear,58.7,63481.0381,65695.2,0.03793,65577.17,0.0,-83.9832,-3.488,stop_loss,8.6838
2026-03-19 04:00:00+00:00,2026-03-22 20:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,58.8,70317.5141,67916.45,0.034533,68038.92,0.0,-82.9159,-3.415,stop_loss,8.7261
2026-04-13 16:00:00+00:00,2026-04-13 20:00:00+00:00,BTC/USDT,long,vol_model_ema_bull,trending_bull,56.3,73454.8011,73411.08,0.044787,73543.45,0.0,-1.9584,-0.06,breakeven,11.8221
